"iter","time","est_name","n_fe","dgp_name","n_iters","n_obs"
2,0.312165260314941,"pyfixest.fepois",3,"difficult",10,10000
2,0.222967147827148,"GLFixedEffectModels Poisson",3,"difficult",10,10000
2,1.21590805053711,"alpaca Poisson",3,"difficult",10,10000
2,0.0325009822845459,"fixest::fepois",3,"difficult",10,10000
3,0.109389305114746,"pyfixest.fepois",2,"difficult",10,10000
3,0.0173039436340332,"GLFixedEffectModels Poisson",2,"difficult",10,10000
3,0.112891674041748,"alpaca Poisson",2,"difficult",10,10000
3,0.0432391166687012,"fixest::fepois",2,"difficult",10,10000
3,0.198124170303345,"pyfixest.fepois",3,"difficult",10,10000
3,0.0394470691680908,"GLFixedEffectModels Poisson",3,"difficult",10,10000
3,0.693413496017456,"alpaca Poisson",3,"difficult",10,10000
3,0.0360519886016846,"fixest::fepois",3,"difficult",10,10000
4,0.114351272583008,"pyfixest.fepois",2,"difficult",10,10000
4,0.0195770263671875,"GLFixedEffectModels Poisson",2,"difficult",10,10000
4,0.112117290496826,"alpaca Poisson",2,"difficult",10,10000
4,0.0476536750793457,"fixest::fepois",2,"difficult",10,10000
4,0.200838804244995,"pyfixest.fepois",3,"difficult",10,10000
4,0.0353739261627197,"GLFixedEffectModels Poisson",3,"difficult",10,10000
4,0.751425743103027,"alpaca Poisson",3,"difficult",10,10000
4,0.0431532859802246,"fixest::fepois",3,"difficult",10,10000
5,0.0994710922241211,"pyfixest.fepois",2,"difficult",10,10000
5,0.0188190937042236,"GLFixedEffectModels Poisson",2,"difficult",10,10000
5,0.114603996276855,"alpaca Poisson",2,"difficult",10,10000
5,0.055208683013916,"fixest::fepois",2,"difficult",10,10000
5,0.222222089767456,"pyfixest.fepois",3,"difficult",10,10000
5,0.0494110584259033,"GLFixedEffectModels Poisson",3,"difficult",10,10000
5,0.916568279266357,"alpaca Poisson",3,"difficult",10,10000
5,0.0326788425445557,"fixest::fepois",3,"difficult",10,10000
6,0.10642671585083,"pyfixest.fepois",2,"difficult",10,10000
6,0.0220329761505127,"GLFixedEffectModels Poisson",2,"difficult",10,10000
6,0.111991167068481,"alpaca Poisson",2,"difficult",10,10000
6,0.0783634185791016,"fixest::fepois",2,"difficult",10,10000
6,0.320251941680908,"pyfixest.fepois",3,"difficult",10,10000
6,0.0471570491790771,"GLFixedEffectModels Poisson",3,"difficult",10,10000
6,1.51031947135925,"alpaca Poisson",3,"difficult",10,10000
6,0.0490968227386475,"fixest::fepois",3,"difficult",10,10000
7,0.101214170455933,"pyfixest.fepois",2,"difficult",10,10000
7,0.020435094833374,"GLFixedEffectModels Poisson",2,"difficult",10,10000
7,0.111119747161865,"alpaca Poisson",2,"difficult",10,10000
7,0.0552785396575928,"fixest::fepois",2,"difficult",10,10000
7,0.222349405288696,"pyfixest.fepois",3,"difficult",10,10000
7,0.0419211387634277,"GLFixedEffectModels Poisson",3,"difficult",10,10000
7,1.01346206665039,"alpaca Poisson",3,"difficult",10,10000
7,0.0302469730377197,"fixest::fepois",3,"difficult",10,10000
