"iter","time","est_name","n_fe","dgp_name","n_iters","n_obs"
2,36.7804160118103,"GLFixedEffectModels Poisson",3,"difficult",3,5e+05
2,27.943176984787,"fixest::fepois",3,"difficult",3,5e+05
3,1.15635442733765,"pyfixest.fepois",2,"difficult",3,5e+05
3,1.75415897369385,"GLFixedEffectModels Poisson",2,"difficult",3,5e+05
3,0.624372482299805,"fixest::fepois",2,"difficult",3,5e+05
3,NA,"pyfixest.fepois",3,"difficult",3,5e+05
3,46.8383409976959,"GLFixedEffectModels Poisson",3,"difficult",3,5e+05
3,32.6868307590485,"fixest::fepois",3,"difficult",3,5e+05
4,1.14717149734497,"pyfixest.fepois",2,"difficult",3,5e+05
4,1.73873400688171,"GLFixedEffectModels Poisson",2,"difficult",3,5e+05
4,0.474271535873413,"fixest::fepois",2,"difficult",3,5e+05
4,NA,"pyfixest.fepois",3,"difficult",3,5e+05
4,42.1975409984589,"GLFixedEffectModels Poisson",3,"difficult",3,5e+05
4,25.4252533912659,"fixest::fepois",3,"difficult",3,5e+05
2,1.68257832527161,"pyfixest.fepois",2,"simple",3,1e+06
2,2.36109185218811,"GLFixedEffectModels Poisson",2,"simple",3,1e+06
2,0.791898488998413,"fixest::fepois",2,"simple",3,1e+06
2,9.18380618095398,"pyfixest.fepois",3,"simple",3,1e+06
2,6.80171895027161,"GLFixedEffectModels Poisson",3,"simple",3,1e+06
2,1.89235162734985,"fixest::fepois",3,"simple",3,1e+06
3,1.75882887840271,"pyfixest.fepois",2,"simple",3,1e+06
3,2.37228417396545,"GLFixedEffectModels Poisson",2,"simple",3,1e+06
3,0.801139116287231,"fixest::fepois",2,"simple",3,1e+06
3,13.9950261116028,"pyfixest.fepois",3,"simple",3,1e+06
3,6.88811302185059,"GLFixedEffectModels Poisson",3,"simple",3,1e+06
3,2.28945159912109,"fixest::fepois",3,"simple",3,1e+06
4,1.62120270729065,"pyfixest.fepois",2,"simple",3,1e+06
4,2.3724410533905,"GLFixedEffectModels Poisson",2,"simple",3,1e+06
4,0.790717124938965,"fixest::fepois",2,"simple",3,1e+06
4,11.1213386058807,"pyfixest.fepois",3,"simple",3,1e+06
4,6.23429989814758,"GLFixedEffectModels Poisson",3,"simple",3,1e+06
4,2.04746150970459,"fixest::fepois",3,"simple",3,1e+06
2,1.60121965408325,"pyfixest.fepois",2,"difficult",3,1e+06
2,2.85138177871704,"GLFixedEffectModels Poisson",2,"difficult",3,1e+06
2,0.868647575378418,"fixest::fepois",2,"difficult",3,1e+06
2,NA,"pyfixest.fepois",3,"difficult",3,1e+06
2,105.842993021011,"GLFixedEffectModels Poisson",3,"difficult",3,1e+06
2,87.0007300376892,"fixest::fepois",3,"difficult",3,1e+06
3,1.60381078720093,"pyfixest.fepois",2,"difficult",3,1e+06
3,3.08053016662598,"GLFixedEffectModels Poisson",2,"difficult",3,1e+06
3,0.921735048294067,"fixest::fepois",2,"difficult",3,1e+06
3,NA,"pyfixest.fepois",3,"difficult",3,1e+06
3,113.897660017014,"GLFixedEffectModels Poisson",3,"difficult",3,1e+06
3,43.8971107006073,"fixest::fepois",3,"difficult",3,1e+06
4,1.56540250778198,"pyfixest.fepois",2,"difficult",3,1e+06
4,2.80578804016113,"GLFixedEffectModels Poisson",2,"difficult",3,1e+06
4,0.876889944076538,"fixest::fepois",2,"difficult",3,1e+06
4,NA,"pyfixest.fepois",3,"difficult",3,1e+06
4,132.193585157394,"GLFixedEffectModels Poisson",3,"difficult",3,1e+06
4,54.5745434761047,"fixest::fepois",3,"difficult",3,1e+06
